origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.01,0
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.025,0
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.05,0
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.1,0.23201362428327152
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.15000000000000002,0.5878229433138663
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.2,0.7246707072454976
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.25,0.8256326807580603
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.3,0.8942949363979702
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.35000000000000003,0.9356069307580602
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.4,0.9797459307580604
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.45,1.0213104573304506
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.5,1.0452144185683203
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.55,1.0890679807580603
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.6000000000000001,1.1308306224702769
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.6500000000000001,1.1750084136178862
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.7000000000000001,1.2294280945494531
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.7500000000000001,1.2811884929632524
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.8,1.3418843597614958
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.8500000000000001,1.4750182621527483
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.9000000000000001,1.7288659307580605
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.95,2.343642631343822
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.975,2.7768109727936183
2016-04-23,2016-04-30,1,HHS Region 1,ili perc,quantile,0.99,4.926353324573319
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.01,0
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.025,0
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.05,0
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.1,0.2681246428411199
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.15000000000000002,0.574543952227565
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.2,0.6885739307580602
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.25,0.8114128796874609
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.3,0.8553293095241778
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.35000000000000003,0.91787968075806
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.4,0.9688969307580602
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.45,1.0113035958193362
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.5,1.0344340155535887
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.55,1.07740093075806
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.6000000000000001,1.1041229307580602
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.6500000000000001,1.1440642301054031
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.7000000000000001,1.203145094170392
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.7500000000000001,1.2677272057314262
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.8,1.3363567452766372
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.8500000000000001,1.4459136862373665
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.9000000000000001,1.7200827501674387
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.95,2.335044909948486
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.975,2.6858844057580584
2016-04-23,2016-05-07,2,HHS Region 1,ili perc,quantile,0.99,3.197830489387961
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.01,0
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.025,0
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.05,0
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.1,0.04260864284111998
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.15000000000000002,0.34764155549673725
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.2,0.4759256703187983
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.25,0.5499834474864598
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.3,0.6247523307580602
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.35000000000000003,0.6724257307580602
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.4,0.7250245803901972
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.45,0.7707429183431104
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.5,0.8004475246608147
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.55,0.8372407253037064
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.6000000000000001,0.8714078454884352
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.6500000000000001,0.9142622307580603
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.7000000000000001,0.9745917379044332
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.7500000000000001,1.022339389395114
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.8,1.10330493075806
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.8500000000000001,1.2203752313219498
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.9000000000000001,1.4708399307580602
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.95,2.0960527632891512
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.975,2.29079005157691
2016-04-23,2016-05-14,3,HHS Region 1,ili perc,quantile,0.99,2.971421996257985
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.01,0
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.025,0
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.05,0
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.1,0
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.15000000000000002,0
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.2,0.23446798274128236
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.25,0.5110390413911927
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.3,0.6266063569860565
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.35000000000000003,0.6988414336014476
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.4,0.7713767376902755
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.45,0.8522366073117765
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.5,0.9181356073117763
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.55,0.9643739424210565
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.6000000000000001,1.0404906741746625
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.6500000000000001,1.136941534345009
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.7000000000000001,1.2280713073117773
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.7500000000000001,1.3684500267950874
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.8,1.540783180677299
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.8500000000000001,1.8760826073117776
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.9000000000000001,2.428129607311776
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.95,3.0771442254872685
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.975,4.464820355214453
2016-04-23,2016-04-30,1,HHS Region 10,ili perc,quantile,0.99,5.946232975000456
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.01,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.025,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.05,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.1,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.15000000000000002,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.2,0
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.25,0.21573225200491525
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.3,0.3293439625429636
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.35000000000000003,0.3945301682334135
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.4,0.4754336073117767
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.45,0.5579056073117765
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.5,0.6108906073117766
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.55,0.6744566205155086
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.6000000000000001,0.7686254073117765
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.6500000000000001,0.8660530133448956
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.7000000000000001,0.9565485389830668
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.7500000000000001,1.1208193573117768
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.8,1.2758201444853277
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.8500000000000001,1.615198946303657
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.9000000000000001,1.955460234400526
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.95,2.6864003123633866
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.975,4.265221209645295
2016-04-23,2016-05-07,2,HHS Region 10,ili perc,quantile,0.99,6.074911657241649
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.01,0
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.025,0
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.05,0
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.1,0
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.15000000000000002,0
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.2,0.06038460731177642
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.25,0.3299952545497562
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.3,0.4800666073117765
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.35000000000000003,0.5804436073117765
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.4,0.6834342073117765
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.45,0.7567004181006219
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.5,0.7937828377132166
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.55,0.8607883573117765
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.6000000000000001,0.9408374073117765
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.6500000000000001,1.0277201999449266
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.7000000000000001,1.1139814550648082
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.7500000000000001,1.261077210752183
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.8,1.426579383773409
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.8500000000000001,1.7277077706027666
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.9000000000000001,2.0708930381905555
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.95,2.6734098960005968
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.975,3.2477869378084865
2016-04-23,2016-05-14,3,HHS Region 10,ili perc,quantile,0.99,5.016995423884076
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.01,0
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.025,0
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.05,0
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.1,0.10348160741316148
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.15000000000000002,0.6968012063974636
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.2,1.0442290634553413
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.25,1.2376592780551514
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.3,1.3829174282029446
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.35000000000000003,1.5067472780551514
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.4,1.6013072780551514
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.45,1.7679430730391184
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.5,1.9077046281279788
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.55,1.9869362780551516
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.6000000000000001,2.111961793835641
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.6500000000000001,2.2283712115404612
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.7000000000000001,2.3426509334940304
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.7500000000000001,2.520023980540361
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.8,2.8120681941443513
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.8500000000000001,3.14104441059637
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.9000000000000001,3.664528108389785
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.95,4.296912413347501
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.975,5.361986103135893
2016-04-23,2016-04-30,1,HHS Region 2,ili perc,quantile,0.99,6.006637278055152
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.01,0
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.025,0
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.05,0
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.1,0.25126827805515134
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.15000000000000002,0.7465822975241921
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.2,1.0576290634553414
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.25,1.2510592780551515
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.3,1.3936060871778566
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.35000000000000003,1.5130572780551512
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.4,1.6340595165037517
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.45,1.7774884652963334
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.5,1.8935257345350496
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.55,1.9684002780551515
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.6000000000000001,2.0691026418606357
2016-04-23,2016-05-07,2,HHS Region 2,ili perc,quantile,0.6500000000000001,2.1761502856476365
