origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.01,0
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.025,0.18671952984967533
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.05,0.9888150640686552
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.1,1.5611093670807277
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.15000000000000002,1.831922449585
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.2,1.9178110800775283
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.25,1.995691129899098
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.3,2.0463200706822096
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.35000000000000003,2.099351784856229
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.4,2.149210416934605
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.45,2.1911190640686553
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.5,2.2175333742010768
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.55,2.2571324963923134
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.6000000000000001,2.2968692189090785
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.6500000000000001,2.330883976002691
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.7000000000000001,2.3806250640686555
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.7500000000000001,2.427484224698521
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.8,2.5164750640686555
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.8500000000000001,2.62720585915324
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.9000000000000001,2.901558257455575
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.95,3.3174824183727174
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.975,3.758172589068652
2017-03-11,2017-03-18,1,HHS Region 1,ili perc,quantile,0.99,4.501080557198631
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.01,0
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.025,0.11318506406865536
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.05,0.787369669712082
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.1,1.3556280941893752
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.15000000000000002,1.5738830855381605
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.2,1.717961234106325
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.25,1.7999290640686554
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.3,1.8516726478562635
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.35000000000000003,1.9230434954856528
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.4,1.9668439093251353
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.45,2.0043426140686553
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.5,2.0225676843334983
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.55,2.0468853421700905
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.6000000000000001,2.091060464068655
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.6500000000000001,2.1251694498710334
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.7000000000000001,2.1667740158811353
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.7500000000000001,2.219095064068655
2017-03-11,2017-03-25,2,HHS Region 1,ili perc,quantile,0.8,2.2801410640686552
