origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.01,0.5865095460894745
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.025,1.4754774960352353
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.05,1.9993602112970144
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.1,2.4548982013571328
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.15000000000000002,2.677966248341887
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.2,2.7666436164695427
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.25,2.865142144465634
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.3,2.9081315460894746
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.35000000000000003,2.9560645283331803
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.4,2.9961608775386503
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.45,3.0216572111507505
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.5,3.0506667263729117
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.55,3.0818156895512177
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.6000000000000001,3.1259145460894744
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.6500000000000001,3.1654546961658325
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.7000000000000001,3.215084037073648
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.7500000000000001,3.282960546089474
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.8,3.380430479054599
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.8500000000000001,3.5662855460894747
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.9000000000000001,3.8419531476408015
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.95,4.366531818768536
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.975,4.771409546089474
2018-02-17,2018-02-24,1,HHS Region 1,ili perc,quantile,0.99,5.605605046089473
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.01,0
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.025,0.7530754275030114
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.05,1.1923937767116142
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.1,1.7539678328355723
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.15000000000000002,1.9073782438931643
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.2,2.0096995460894744
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.25,2.0679645460894744
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.3,2.1077879460894744
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.35000000000000003,2.1549817632868393
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.4,2.1874915460894746
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.45,2.2211372111507504
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.5,2.2424654605384378
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.55,2.2724735460894743
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.6000000000000001,2.3112148928276093
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.6500000000000001,2.3469063607406975
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.7000000000000001,2.4003223501426407
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.7500000000000001,2.464754151192422
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.8,2.5654395460894746
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.8500000000000001,2.677424237708249
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.9000000000000001,2.967193233247861
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.95,3.3600857046743497
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.975,4.080087321858903
2018-02-17,2018-03-03,2,HHS Region 1,ili perc,quantile,0.99,4.605915995957168
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.01,0
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.025,0.1665563899645841
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.05,0.8109695460894741
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.1,1.4897111289083924
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.15000000000000002,1.7634040875298465
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.2,1.8737734608124543
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.25,1.9330201866402092
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.3,1.979545513971554
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.35000000000000003,2.0234205460894743
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.4,2.059141260300786
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.45,2.1008442320579603
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.5,2.1224486578614568
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.55,2.160215689551218
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.6000000000000001,2.205969546089474
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.6500000000000001,2.2571655460894746
2018-02-17,2018-03-10,3,HHS Region 1,ili perc,quantile,0.7000000000000001,2.311927949582303
