origin_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.01,0
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.025,0.9400090912823708
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.05,1.427107110884052
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.1,2.000410283526304
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.15000000000000002,2.1572207804363837
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.2,2.240274521846372
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.25,2.2986981656376217
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.3,2.3629741049392945
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.35000000000000003,2.404103817405782
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.4,2.4484757139547995
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.45,2.4653257674057816
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.5,2.501687983567611
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.55,2.5398590852490717
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.6000000000000001,2.576100680984279
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.6500000000000001,2.6270087674057816
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.7000000000000001,2.6715267674057817
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.7500000000000001,2.719693767405782
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.8,2.7760092190206436
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.8500000000000001,2.9193787674057816
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.9000000000000001,3.2555187674057815
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.95,3.863675075575382
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.975,4.638478767405782
2020-03-28,2020-04-04,1,HHS Region 1,ili perc,quantile,0.99,5.36392596740578
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.01,0.7971696674057817
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.025,1.1948589411668338
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.05,1.5606977030099345
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.1,1.8421272814543843
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.15000000000000002,1.9690626498429689
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.2,2.0682055674057818
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.25,2.110930767405782
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.3,2.1704266674057817
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.35000000000000003,2.2049034170379187
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.4,2.245324107463385
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.45,2.269159524497013
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.5,2.2935569814942633
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.55,2.3367921508139107
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.6000000000000001,2.3703187674057817
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.6500000000000001,2.4056499604624975
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.7000000000000001,2.457429315427599
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.7500000000000001,2.502270861383572
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.8,2.5782497674057816
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.8500000000000001,2.7106487674057815
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.9000000000000001,2.9172177674057815
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.95,3.3783865468177368
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.975,4.015418767405782
2020-03-28,2020-04-11,2,HHS Region 1,ili perc,quantile,0.99,4.650445217273473
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.01,0
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.025,0.46409726860289857
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.05,0.9899102300946128
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.1,1.5726719867283363
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.15000000000000002,1.7454347174057818
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.2,1.8165993607048248
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.25,1.8601427674057815
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.3,1.9165307674057817
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.35000000000000003,1.9601052821208875
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.4,1.9983067531698135
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.45,2.0223777674057817
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.5,2.049010267405782
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.55,2.0915146102852455
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.6000000000000001,2.1236449966863216
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.6500000000000001,2.169715570345044
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.7000000000000001,2.2228738702816586
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.7500000000000001,2.280280767405782
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.8,2.3745687674057816
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.8500000000000001,2.550718767405782
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.9000000000000001,2.8168176414253785
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.95,3.3555410400848427
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.975,3.9917633174057774
2020-03-28,2020-04-18,3,HHS Region 1,ili perc,quantile,0.99,4.922718767405781
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.01,0
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.025,0
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.05,0
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.1,0.175183992013662
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.15000000000000002,0.7677340184208492
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.2,1.1219584783231702
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.25,1.3127604714275614
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.3,1.380275251224551
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.35000000000000003,1.4682702512245511
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.4,1.5232936512245514
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.45,1.5951227699024368
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.5,1.641970251224551
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.55,1.6870942512245513
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.6000000000000001,1.7573712512245512
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.6500000000000001,1.8438796582503625
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.7000000000000001,1.9319412512245513
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.7500000000000001,2.016334558392732
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.8,2.2466632512245512
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.8500000000000001,2.508000251224551
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.9000000000000001,2.956563032379643
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.95,3.5836411722272103
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.975,4.212554933589909
2020-03-28,2020-04-04,1,HHS Region 10,ili perc,quantile,0.99,5.269343216889753
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.01,0
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.025,0
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.05,0
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.1,0
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.15000000000000002,0.20953726980881515
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.2,0.6451422512245513
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.25,0.7462603252069973
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.3,0.8140007512245511
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.35000000000000003,0.8919421893109647
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.4,0.9709894512245512
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.45,1.0306082512245511
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.5,1.0800162512245512
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.55,1.1419722512245511
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.6000000000000001,1.2096062512245511
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.6500000000000001,1.2839342512245513
2020-03-28,2020-04-11,2,HHS Region 10,ili perc,quantile,0.7000000000000001,1.383178640137212
