origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.01,1.6002872431412754
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.025,1.812231010797875
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.05,2.0739720479162576
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.1,2.3674265454179113
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.15,2.4786111800307395
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.2,2.581255183911319
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.25,2.6699237693173514
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.3,2.740795422688715
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.35,2.7904761168102508
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.4,2.8604180796241137
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.45,2.947731844170542
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.5,3.018364889890609
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.55,3.0660435299526787
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.6,3.143352644052828
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.65,3.205342124470366
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.7,3.272931427880644
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.75,3.3634994613978564
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.8,3.4231173669496795
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.85,3.5725476831886724
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.9,3.809922056909888
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.95,4.334692922127647
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.975,4.845960508978232
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.99,5.762491160966994
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.01,1.2739526894977728
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.025,1.6253203170761705
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.05,1.805641347050581
