origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.01,1.386675302845345
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.025,2.0554279992372937
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.05,2.330513282007194
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.1,2.6444156046747227
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.15,2.8315097965131075
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.2,2.9338428739494677
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.25,3.0392581752383334
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.3,3.1380284189667207
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.35,3.233035728969066
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.4,3.339186377440429
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.45,3.4223012139400684
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.5,3.483440854509397
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.55,3.553351168929014
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.6,3.63628384646163
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.65,3.716940257672637
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.7,3.787830270231723
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.75,3.8699967852902413
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.8,4.042507787234453
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.85,4.214744239134189
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.9,4.43457117785722
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.95,4.874587846764507
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.975,5.420656783311248
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.99,6.695835163535339
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.01,1.2088841752990607
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.025,1.7035761960109732
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.05,2.0325320536336613
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.1,2.3667012683502207
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.15,2.569581703517554
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.2,2.750987488594771
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.25,2.8890252191655006
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.3,3.0350890787914686
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.35,3.176751012909815
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.4,3.2774938034159837
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.45,3.3963688562192695
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.5,3.520531932327677
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.55,3.652351311091416
