origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.01,0.5562192908724277
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.025,0.668294767036859
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.05,0.7811806463674822
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.1,0.8941973693280724
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.15,0.96863054149018
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.2,1.0099707815982106
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.25,1.0492919975726163
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.3,1.078604899037097
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.35,1.1099033957338569
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.4,1.1413815449064142
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.45,1.177750666852496
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.5,1.2045564023272843
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.55,1.2322783515156748
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.6,1.259603534919345
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.65,1.2945341426691919
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.7,1.3253137664312347
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.75,1.3520078145642631
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.8,1.4157727313345316
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.85,1.4927906100139896
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.9,1.5829007485583062
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.95,1.782818040252279
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.975,2.0067323449718164
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.99,2.5965644312221294
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.01,0.44984194248017556
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.025,0.5520288099260224
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.05,0.6667805057027397
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.1,0.7703497400155193
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.15,0.8566988757357488
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.2,0.9042724311972712
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.25,0.9567313477357255
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.3,1.010514512696347
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.35,1.0658919695405271
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.4,1.1050503505348779
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.45,1.1523780995759334
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.5,1.1989042833475372
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.55,1.2451401867301155
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.6,1.2936316876673288
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.65,1.3512250109676567
