origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.01,1.6275994079444815
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.025,1.7761274563018956
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.05,1.932715883704784
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.1,2.1054359641345206
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.15,2.2524682570480654
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.2,2.380263790389582
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.25,2.496693591413484
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.3,2.600865958813599
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.35,2.701289231319711
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.4,2.8036611644248124
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.45,2.9099379853759384
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.5,3.014276165878331
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.55,3.1225541768442455
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.6,3.2457289390573707
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.65,3.39255995251424
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.7,3.5195361083617427
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.75,3.66340602130052
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.8,3.8252036428326592
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.85,4.010725104241671
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.9,4.2805998397088505
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.95,4.806231376747911
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.975,5.185970734779111
2018-03-03,HHS Region 1,ili perc,1,2018-03-10,quantile,0.99,5.85759560335437
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.01,1.1488364097482662
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.025,1.2990659023647555
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.05,1.4445479682643168
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.1,1.6602616167603692
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.15,1.812732099016851
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.2,1.9302616310645262
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.25,2.05720874016554
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.3,2.168598458460311
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.35,2.289284723712326
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.4,2.4026208892307364
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.45,2.5351951954276792
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.5,2.6971212882362177
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.55,2.824372103586725
2018-03-03,HHS Region 1,ili perc,2,2018-03-17,quantile,0.6,2.942552051459452
