origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.01,1.0585871280530976
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.025,1.1381282902506054
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.05,1.2706968939131185
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.1,1.5358341012381447
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.15,1.6238191449380777
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.2,1.6611892847451264
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.25,1.6971045907243065
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.3,1.7318560296411918
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.35,1.7803079573610727
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.4,1.8561608626869446
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.45,1.929793679779783
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.5,1.9856657910083535
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.55,2.0415379022369238
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.6,2.0663151338134496
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.65,2.0872055054334693
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.7,2.1068200247343154
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.75,2.125796617875575
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.8,2.207871082945226
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.85,2.368817887925367
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.9,2.5041412828551914
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.95,2.549782742608909
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.975,2.5726034724857683
2016-02-13,HHS Region 1,ili perc,1,2016-02-20,quantile,0.99,2.5862959104118834
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.01,0.9735732530568908
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.025,0.9963231707466622
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.05,1.0342397002296146
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.1,1.1100727591955197
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.15,1.2131425515088237
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.2,1.3239942676356704
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.25,1.4020166991671539
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.3,1.4537757030223473
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.35,1.569668410385025
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.4,1.813828524762671
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.45,2.0394252459192144
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.5,2.116514821306931
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.55,2.1936043966946475
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.6,2.2056185990850166
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.65,2.209498379850718
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.7,2.221252442526585
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.75,2.2369436461575347
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.8,2.2524738297835594
2016-02-13,HHS Region 1,ili perc,2,2016-02-27,quantile,0.85,2.2678027384034274
