origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.01,0.852960978757094
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.025,0.9492439363399372
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.05,1.0375305146050602
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.1,1.1424390665388053
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.15,1.2151766360746985
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.2,1.2840547264895597
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.25,1.3456098961254128
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.3,1.4059150733674755
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.35,1.456770228707431
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.4,1.5080180200142408
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.45,1.5611339528452381
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.5,1.61457499351254
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.55,1.6738179297462201
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.6,1.7259882830562319
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.65,1.7912653482633312
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.7,1.8575411499659473
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.75,1.9288869372018138
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.8,2.0337371136938187
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.85,2.134540184212572
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.9,2.277841882730173
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.95,2.549806695814418
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.975,2.7594265234693167
2019-11-23,HHS Region 1,ili perc,1,2019-11-30,quantile,0.99,3.0351746826467654
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.01,0.6959354410986167
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.025,0.8208069437224483
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.05,0.9307807211293
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.1,1.0705623378738054
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.15,1.1712575611392457
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.2,1.2639283198168518
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.25,1.338007166095602
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.3,1.412147051463683
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.35,1.487492206714175
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.4,1.57395015515146
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.45,1.6496095908403536
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.5,1.732469131235143
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.55,1.815023086566953
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.6,1.9229038454664644
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.65,2.029014721153878
2019-11-23,HHS Region 1,ili perc,2,2019-12-07,quantile,0.7,2.1424130649951865
