origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.01,0
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.025,0
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.05,0
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.1,0
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.15,0.054197258009326815
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.2,0.11999430626265616
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.25,0.15255673968732825
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.3,0.2405851420235254
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.35,0.3085188051602342
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.4,0.45380025722551565
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.45,0.5219873506580746
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.5,0.5737922250540461
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.55,0.6382481286220878
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.6,0.7129475052106795
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.65,0.7275138619697029
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.7,0.797306315334317
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.75,0.8333763899781281
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.8,0.8931071217968468
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.85,0.9467175816901301
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.9,1.0179352561878563
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.95,1.1951352163304587
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.975,1.2773533511440784
2011-09-17,HHS Region 1,ili perc,1,2011-09-24,quantile,0.99,1.3490762236793072
2011-09-17,HHS Region 1,ili perc,2,2011-10-01,quantile,0.01,0
2011-09-17,HHS Region 1,ili perc,2,2011-10-01,quantile,0.025,0
2011-09-17,HHS Region 1,ili perc,2,2011-10-01,quantile,0.05,0
2011-09-17,HHS Region 1,ili perc,2,2011-10-01,quantile,0.1,0
2011-09-17,HHS Region 1,ili perc,2,2011-10-01,quantile,0.15,0
